order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Date,product_id,quantity,customer_id,customer_name,address,area,pincode,customer_segment,product_name,category,brand,price,Total_Sale,margin_percentage,feedback_id,rating,feedback_text,feedback_category,sentiment,delivery_partner_id,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed,stock_received,damaged_stock,Img,Emoji,Star
8806194949,7671974,19/08/25 18:18,19/08/25 18:37,19/08/25 18:36,On Time,2036.34,UPI,24730,2385319747,19/08/25,159869,2,7671974,Agastya Bahri,"82/681
Upadhyay Zila
Kadapa-948214",Haldia,299312,Premium,ut dolorum,Grocery & Staples,Walla PLC,564.18,1128.36,15,3084760,5,Quo molestias eum explicabo. Facilis cupiditate odio.,Customer Service,Positive,24730,-1,1.39,On Time,,1,1,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
1243151639,29675052,19/09/25 1:58,19/09/25 2:18,19/09/25 2:21,On Time,1621.95,UPI,39495,294342107,19/09/25,521107,1,29675052,Pahal Dugar,"H.No. 01, Handa Circle
Kalyan-Dombivli 276035",Narasaraopet,18103,Regular,consequatur voluptatibus,Fruits & Vegetables,"Iyengar, Issac and Chaudhary",441.13,441.13,25,3808244,5,Dolorem consequuntur dolor vero repellat neque quae. Quaerat sunt pariatur.,App Experience,Positive,39495,3,1.67,On Time,Traffic,0,0,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
6932070368,57362985,08/05/25 15:31,08/05/25 15:49,08/05/25 15:46,On Time,2841.28,Wallet,95225,9522491881,08/05/25,407012,2,57362985,Amol Sodhi,"47/20, Ratta Circle
Gandhinagar-192970",Panvel,577900,Regular,quaerat molestiae,Baby Care,Som LLC,813.76,1627.52,30,6527244,4,Quasi sed unde ea commodi ad tempore. Accusantium mollitia blanditiis animi fugit dicta vero.,Product Quality,Positive,95225,-3,1.1,On Time,,0,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
9387136649,64683456,03/06/25 1:54,03/06/25 2:14,03/06/25 2:19,On Time,1387.56,Card,92194,5365457397,03/06/25,148434,1,64683456,Indira Pal,"69/58
Borah Chowk, Indore 479177",Raipur,182264,Premium,quod accusamus,Baby Care,Sahni Inc,132.28,132.28,30,4278577,4,Nobis earum perspiciatis nemo unde nostrum. Enim hic vero.,Product Quality,Positive,92194,5,3.29,On Time,Traffic,2,0,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
8598717394,73318714,06/04/25 6:22,06/04/25 6:35,06/04/25 6:36,On Time,4457.92,UPI,46663,6642480666,06/04/25,607426,2,73318714,Chaitanya Setty,"88/247
Hayer Ganj
Karnal-598588",Khora ,656235,New,eos voluptatum,Grocery & Staples,Agrawal Group,306.67,613.34,15,8829143,4,Et ab blanditiis delectus laudantium voluptatum fugiat. Et in earum nostrum quis a in aspernatur.,Product Quality,Positive,46663,1,3.47,On Time,Traffic,0,1,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
1726483590,2649003,13/08/25 5:17,13/08/25 5:33,13/08/25 5:32,On Time,1159.58,Card,72038,7990984006,13/08/25,774587,1,2649003,Jackson Dass,"H.No. 02, Yohannan Road, Srinagar 560652",Karaikudi,98058,Regular,necessitatibus temporibus,Household Care,Patel Group,101.29,101.29,25,2888766,5,Eaque voluptate corrupti eligendi. Consequatur nostrum voluptatibus tempore tempora natus.,Product Quality,Positive,72038,-1,3.24,On Time,,0,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
5238369752,7960820,26/03/25 22:33,26/03/25 22:46,26/03/25 22:50,On Time,670.96,UPI,13410,7320765885,26/03/25,274116,1,7960820,Timothy Varma,"H.No. 75
Nair Path
Guntakal-028181",Mirzapur,744546,New,sit ipsam,Instant & Frozen Food,Jhaveri-Brar,122.94,122.94,40,1155605,4,Cupiditate facilis id velit. Modi rem omnis officia.,Customer Service,Positive,13410,4,0.72,On Time,Traffic,2,1,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
4561641347,46008390,20/06/25 6:24,20/06/25 6:38,20/06/25 6:35,On Time,2516.92,Card,2120,3747589806,20/06/25,628414,3,46008390,Nathaniel Anne,"H.No. 697
Swaminathan Street, Ranchi 430759",Ahmedabad,730539,Regular,dolorem corrupti,Fruits & Vegetables,Vala Group,107.52,322.56,25,6850550,5,Mollitia iusto quos incidunt eum suscipit autem. Harum ea consectetur error itaque.,Product Quality,Positive,2120,-3,2.58,On Time,,1,1,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
9478293568,82993673,18/05/25 0:43,18/05/25 1:03,18/05/25 1:06,On Time,1440.9,Card,70205,4164916999,18/05/25,319394,3,82993673,Anika Agate,"H.No. 152, Kapoor Marg, Korba-260313",Yamunanagar,655659,Premium,quibusdam in,Baby Care,"Taneja, Lata and Koshy",662.78,1988.34,30,897707,5,Magnam adipisci maxime porro. Perferendis id porro necessitatibus veritatis.,Delivery,Positive,70205,3,3.43,On Time,Traffic,1,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
4947200090,31891076,07/08/25 21:50,07/08/25 22:05,07/08/25 22:14,Slightly Delayed,2086.62,Card,64814,1609639339,07/08/25,830761,3,31891076,Thomas Deol,"65, Kashyap Ganj
Alappuzha-720805",Guwahati,106350,New,animi tempora,Cold Drinks & Juices,Viswanathan and Sons,680.05,2040.15,30,3161837,4,Ex reiciendis quas quidem maxime. Sunt quam fugit voluptatum.,Customer Service,Neutral,64814,9,2.24,Slightly Delayed,Traffic,1,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
2965569548,3499022,25/11/25 3:58,25/11/25 4:10,25/11/25 4:19,Slightly Delayed,4358.29,Cash,94687,8530089977,25/11/25,913078,3,3499022,Jhalak Devan,"74/67, Barman Path
Nellore 248529",Muzaffarnagar,958658,Regular,animi error,Pharmacy,More-Varughese,943.65,2830.95,20,3636746,3,Impedit fuga voluptatibus cumque architecto. Blanditiis dolorum iure.,App Experience,Neutral,94687,9,4.7,Slightly Delayed,Traffic,0,1,https://i.postimg.cc/W3x7FCP9/pharmacy.png,https://i.postimg.cc/d02zccny/confused.png,___
4536878079,12893950,19/05/25 16:05,19/05/25 16:25,19/05/25 16:23,On Time,3963.45,Cash,60434,190990874,19/05/25,965588,3,12893950,Azad Kohli,"92/325
Vasa Ganj
Firozabad 877952",Etawah,895837,Inactive,placeat provident,Fruits & Vegetables,Lanka LLC,689.04,2067.12,25,2036036,5,Odio saepe maiores animi recusandae. Porro quae ab dolorem repellendus nam.,Product Quality,Positive,60434,-2,1.82,On Time,,1,1,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
1378532914,27417402,08/08/25 16:38,08/08/25 16:58,08/08/25 17:02,On Time,1310.34,UPI,1457,7286309013,08/08/25,836973,1,27417402,Isaac Ramesh,"90/446, Bains Zila
Dindigul 134820",Bally,405338,New,earum eaque,Baby Care,Anne-Uppal,734.63,734.63,30,2218856,4,Error cupiditate cumque recusandae totam at. Optio ut aspernatur consectetur.,Delivery,Positive,1457,4,3.73,On Time,Traffic,1,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
227038139,54149374,07/05/25 8:52,07/05/25 9:06,07/05/25 9:01,On Time,4769.99,UPI,47459,281020549,07/05/25,49731,1,54149374,Tanish Nair,"H.No. 864, Menon
Jabalpur-638475",Delhi,363066,Premium,quidem tenetur,Cold Drinks & Juices,"Din, Chowdhury and Kari",889.53,889.53,30,318484,5,Sequi dolores magnam repellat voluptatibus ut. Dolore esse aut officiis vitae error ab.,Customer Service,Positive,47459,-5,3.65,On Time,,1,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
3172557333,55993890,02/09/25 0:45,02/09/25 1:03,02/09/25 1:12,Slightly Delayed,2486.04,UPI,68660,8070604697,02/09/25,578395,1,55993890,Yoshita Ray,"H.No. 85, Shanker Path
Amritsar 858224",Rourkela,356995,Inactive,excepturi repellendus,Cold Drinks & Juices,Badami Inc,343.72,343.72,30,8067694,3,Totam accusamus occaecati dolorem ad aliquid hic. Sequi perferendis in doloremque maxime ad.,App Experience,Neutral,68660,9,4.19,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/d02zccny/confused.png,___
3184562593,7771061,22/03/25 20:39,22/03/25 20:50,22/03/25 20:50,On Time,1483.53,Cash,94406,6188183001,22/03/25,293970,2,7771061,Fiyaz Iyer,"66/74, Kaur
Mango 230153",Faridabad,945163,Regular,ex eveniet,Dairy & Breakfast,Gokhale Ltd,568.33,1136.66,20,1545417,5,Non optio repellendus eaque amet quae. Explicabo vero deserunt excepturi dolorem et.,Product Quality,Positive,94406,0,2.67,On Time,,0,0,https://i.postimg.cc/X7wFjX1B/food.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
9892578577,27468284,06/07/25 16:11,06/07/25 16:26,06/07/25 16:36,Slightly Delayed,4503.06,Wallet,7952,7617616123,06/07/25,39812,1,27468284,Vedhika Prashad,"12/732, Suri Zila
Bhind 584626",Varanasi,966890,New,soluta enim,Pet Care,Sarraf-Varkey,687.03,687.03,35,2521269,4,"Alias quo eos delectus. Quam ipsam vel.
Optio quos esse aspernatur perferendis minus.",Delivery,Neutral,7952,10,2.19,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
5706901553,11287796,05/08/25 12:30,05/08/25 12:43,05/08/25 12:45,On Time,76.19,Card,21882,1612512511,05/08/25,341021,3,11287796,Chandresh Chopra,"62/876, Gole Path
Siwan-220524",Katni,110212,Premium,ab sed,Pharmacy,"Seth, Dasgupta and Shanker",76.19,228.57,20,9497629,4,Aliquam quidem vel magnam inventore ex unde. Error natus quasi possimus.,Product Quality,Positive,21882,2,1.44,On Time,Traffic,0,0,https://i.postimg.cc/W3x7FCP9/pharmacy.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
5431409184,26584603,14/08/25 2:30,14/08/25 2:46,14/08/25 2:54,Slightly Delayed,3696.52,Wallet,79110,4575117002,14/08/25,159869,3,26584603,Gopal Mangal,"929, Bhardwaj Circle
Karimnagar-262135",Bally,522844,Inactive,ut dolorum,Grocery & Staples,Walla PLC,564.18,1692.54,15,6714688,4,Laudantium officia enim voluptate. Reiciendis assumenda enim neque.,Delivery,Neutral,79110,8,4.33,Slightly Delayed,Traffic,1,1,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
1352692365,63715271,09/10/25 12:17,09/10/25 12:35,09/10/25 12:38,On Time,2163.99,Card,64614,4660966315,09/10/25,722166,2,63715271,Nakul Varty,"81/68
Kaul, Rourkela-742404",Indore,654506,Premium,impedit dicta,Personal Care,"Mahajan, Mann and Nadkarni",719.24,1438.48,35,3872528,5,Eveniet quibusdam expedita eum odio. Tenetur iste magni eaque et minus officiis.,App Experience,Positive,64614,3,2.46,On Time,Traffic,0,0,https://i.postimg.cc/hvmm7GSw/personal-care.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
844519059,30996467,01/06/25 0:04,01/06/25 0:23,01/06/25 0:39,Significantly Delayed,3404.32,Wallet,48042,6649200282,01/06/25,983638,1,30996467,Avi Butala,"55
Date Path, Guntakal 578416",Arrah,908231,New,facilis enim,Household Care,Chadha-Ben,466.18,466.18,25,3839524,2,Aliquam dignissimos quis architecto laborum magnam. Commodi debitis laudantium harum.,App Experience,Negative,48042,16,1.78,Significantly Delayed,Traffic,0,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/zGbrMQ9C/sad.png,__
9723276677,98804287,26/10/25 9:45,26/10/25 9:55,26/10/25 9:50,On Time,669.58,Card,88158,6531137526,26/10/25,85285,3,98804287,Xiti Agate,"583
Yogi Chowk
Siliguri-621706",Bidar,799038,Premium,ipsam enim,Cold Drinks & Juices,Magar Ltd,669.58,2008.74,30,2191335,4,Tempora deserunt id nulla. Tempore delectus tenetur repudiandae accusantium repellat.,Delivery,Positive,88158,-5,2.92,On Time,,2,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
8060126879,38339183,20/05/25 1:13,20/05/25 1:29,20/05/25 1:44,Slightly Delayed,3759.05,Cash,79615,6827645721,20/05/25,115894,2,38339183,Anusha Murty,"16/31, Date Zila, Nangloi Jat-059235",Sambalpur,43472,New,soluta facere,Dairy & Breakfast,Dar-Gola,840.82,1681.64,20,8353464,4,Qui nobis aliquam asperiores. Nisi quasi dolore quod asperiores adipisci id. Fuga maiores veniam.,App Experience,Neutral,79615,15,4.77,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/X7wFjX1B/food.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
4029800524,36872816,01/08/25 3:15,01/08/25 3:30,01/08/25 3:28,On Time,843.9,Card,45065,2791091331,01/08/25,548246,1,36872816,Janaki Sankar,"H.No. 56
Sodhi Circle, Kirari Suleman Nagar-538364",Ramagundam,256551,Inactive,vel rerum,Fruits & Vegetables,Arya-Roy,105.85,105.85,25,9393998,4,Doloremque facilis veritatis quod ab.,Customer Service,Positive,45065,-2,2.54,On Time,,1,0,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
8584025075,22172743,10/06/25 5:51,10/06/25 6:01,10/06/25 6:03,On Time,631.08,Card,46293,4784937224,10/06/25,665753,3,22172743,Aashi Prakash,"474, Sanghvi, Aurangabad 354844",Panvel,890132,Regular,in dignissimos,Fruits & Vegetables,"Chopra, Johal and Garde",447.07,1341.21,25,3678015,5,Totam corrupti et quod. Repudiandae praesentium maiores omnis voluptatum quos neque.,Customer Service,Positive,46293,2,2.13,On Time,Traffic,1,1,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
231709942,65016233,16/06/25 11:09,16/06/25 11:25,16/06/25 11:23,On Time,426.79,UPI,28165,1488812340,16/06/25,256300,2,65016233,Ojas Dey,"32/972
Bhatt Zila
Satna 009398",Agartala,163847,Regular,reiciendis consequuntur,Grocery & Staples,"Krishna, Sandal and Bhalla",426.79,853.58,15,5741213,4,In aperiam enim non hic impedit sit. Rem aut voluptates rerum a repellendus.,Product Quality,Positive,28165,-2,3.85,On Time,,0,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
8630588355,76548606,07/08/25 0:58,07/08/25 1:08,07/08/25 1:12,On Time,1905.81,Wallet,95466,8244214258,07/08/25,517688,2,76548606,Chanakya Dass,"71/23
Kadakia Nagar, Jaunpur 727985",Thanjavur,478270,New,maiores esse,Fruits & Vegetables,Lata-Ratta,915.2,1830.4,25,282048,5,Molestias aliquam illum repellat quod iusto aut. Asperiores tenetur eos eaque porro.,Product Quality,Positive,95466,4,4.73,On Time,Traffic,1,0,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
9727192765,55499597,27/08/25 1:46,27/08/25 2:05,27/08/25 2:29,Significantly Delayed,1379.51,UPI,73687,5876858855,27/08/25,121113,1,55499597,Azad Pingle,"H.No. 87, Trivedi Path
Amravati 796880",Purnia,596782,Premium,inventore iste,Snacks & Munchies,"Srinivasan, Lata and Parikh",355.5,355.5,35,2736023,3,Dolorum sequi illo nostrum. Quia facilis pariatur iure error.,App Experience,Negative,73687,24,2.14,Significantly Delayed,Traffic,0,0,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/d02zccny/confused.png,___
3820194291,17257305,14/03/25 23:42,15/03/25 0:00,14/03/25 23:58,On Time,3642.62,Cash,89437,3340869969,14/03/25,775868,2,17257305,Balveer Kaur,"H.No. 181, Patla Circle, Karimnagar 982220",Warangal,376542,Premium,sunt amet,Instant & Frozen Food,"Dutta, Issac and Khare",109.79,219.58,40,5191553,4,Dignissimos facilis temporibus facilis nostrum. Cumque iste eligendi.,Customer Service,Positive,89437,-2,4.91,On Time,,0,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
8498198124,93727828,27/04/25 16:22,27/04/25 16:42,27/04/25 16:43,On Time,2752.6,Wallet,64951,7428517105,27/04/25,785189,3,93727828,Aishani Shukla,"96/518, Nigam, Pudukkottai-334876",Khammam,435448,Regular,inventore rem,Cold Drinks & Juices,"Lata, Som and Nazareth",443.94,1331.82,30,5684192,4,Molestias ratione quod laboriosam veritatis aliquam cumque. Nisi optio in cupiditate iusto.,Product Quality,Positive,64951,1,2.89,On Time,Traffic,0,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
3238664232,9600095,15/01/25 9:11,15/01/25 9:27,15/01/25 9:30,On Time,126.89,Card,5815,1179594351,15/01/25,700892,3,9600095,Damyanti Badal,"00/884
Naik Path, Mahbubnagar-161856",Madurai,278498,Inactive,doloribus laudantium,Household Care,"Halder, Kant and Sant",33.93,101.79,25,9548729,4,Aliquid ad voluptatum a. Architecto odio corrupti debitis officia qui neque.,Product Quality,Positive,5815,3,4.4,On Time,Traffic,0,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
3824920149,29730543,28/10/25 17:27,28/10/25 17:39,28/10/25 17:37,On Time,3742.62,Wallet,14818,4568717164,28/10/25,385835,2,29730543,Darpan Kala,"14/770, Ravi Path, Alappuzha 663477",Gudivada,118689,Inactive,voluptas earum,Grocery & Staples,Saini-Tank,809.8,1619.6,15,7551198,4,Ad beatae numquam dolore enim.,App Experience,Positive,14818,-2,4.74,On Time,,2,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
1481152434,6990729,05/08/25 17:59,05/08/25 18:19,05/08/25 18:21,On Time,3149.19,UPI,2188,9947995094,05/08/25,216286,1,6990729,Sanya Pandya,"H.No. 94, Luthra Ganj
Gangtok-021546",Kulti,377486,Inactive,eos enim,Pet Care,"Ranganathan, Gulati and Prakash",582.64,582.64,35,8985124,5,Dicta quod et velit suscipit laboriosam. Asperiores quas atque autem ducimus alias odit odit.,Customer Service,Positive,2188,2,1.48,On Time,Traffic,0,1,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
9007099192,3559845,14/09/25 0:30,14/09/25 0:40,14/09/25 0:36,On Time,29.85,Wallet,61343,9097422200,14/09/25,201550,3,3559845,Falguni Sen,"24/829
Soni Path, Nagaon-502765",Munger,285976,Inactive,dolore ea,Fruits & Vegetables,Nazareth-Magar,29.85,89.55,25,6054506,5,Dolores vel eum sequi neque officiis.,Delivery,Positive,61343,-4,1.17,On Time,,1,0,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
5190832455,35371439,14/07/25 14:56,14/07/25 15:15,14/07/25 15:16,On Time,2119.78,Wallet,67483,2650036587,14/07/25,792573,3,35371439,Udarsh Sankaran,"H.No. 72
Kala
Eluru-561559",Tinsukia,173938,Regular,nostrum temporibus,Personal Care,"Taneja, Sane and Batra",408.99,1226.97,35,9745530,5,Eos quis veniam. Quia nemo illum repellendus debitis consectetur quisquam.,Product Quality,Positive,67483,1,4.97,On Time,Traffic,0,0,https://i.postimg.cc/hvmm7GSw/personal-care.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
2981069307,33269271,09/06/25 2:27,09/06/25 2:46,09/06/25 2:56,Slightly Delayed,2981.29,Wallet,85634,474668017,09/06/25,775868,1,33269271,Saksham Thaman,"H.No. 430
Maharaj Path, Chandigarh-463323",Ozhukarai,681410,Premium,sunt amet,Instant & Frozen Food,"Dutta, Issac and Khare",109.79,109.79,40,577482,3,Molestias a neque distinctio. Eveniet magnam sint minima. Iure qui vero.,App Experience,Neutral,85634,10,1.97,Slightly Delayed,Traffic,0,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/d02zccny/confused.png,___
5391488663,30588321,27/06/25 5:02,27/06/25 5:19,27/06/25 5:16,On Time,3545.51,Card,35629,2002856409,27/06/25,846682,3,30588321,Urmi Goyal,"H.No. 660, Kale Path
Hosur-954126",Gandhidham,684793,Inactive,laudantium a,Fruits & Vegetables,Karan-Balan,611.22,1833.66,25,7500762,5,Animi velit enim nostrum quod fugiat adipisci. Harum porro deleniti totam.,Customer Service,Positive,35629,-3,1.31,On Time,,2,1,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
2677601113,73981040,31/05/25 17:42,31/05/25 17:53,31/05/25 17:49,On Time,4584.21,Wallet,31912,7548089899,31/05/25,227250,1,73981040,Sai Viswanathan,"05/547, Korpal Path
Nanded 291183",Mumbai,346771,New,aperiam explicabo,Household Care,"Sampath, Guha and Gera",973.53,973.53,25,7337650,4,"Ut atque dolorum eaque.
Eius quia amet incidunt ipsum expedita quos. Nihil ipsum nobis atque totam.",App Experience,Positive,31912,-4,0.58,On Time,,2,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
6565722376,2307555,27/05/25 7:56,27/05/25 8:11,27/05/25 8:16,On Time,2743.15,Card,20566,2959092815,27/05/25,261365,2,2307555,Bhavani Rama,"23, Kannan Ganj, Saharsa 969606",Raebareli,632795,New,asperiores eveniet,Pharmacy,"Krishnan, Lall and Gola",241.51,483.02,20,668862,5,Consequatur dolorum animi praesentium molestias maxime.,Product Quality,Positive,20566,5,1.09,On Time,Traffic,0,0,https://i.postimg.cc/W3x7FCP9/pharmacy.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
7144015829,37107596,29/07/25 10:07,29/07/25 10:17,29/07/25 10:19,On Time,3421.72,Card,12235,2076247408,29/07/25,317298,3,37107596,Ikbal Kohli,"H.No. 946
Bajaj Ganj
Serampore 522518",Thoothukudi,614360,Regular,voluptates quam,Snacks & Munchies,Dubey and Sons,858.57,2575.71,35,4816515,4,Occaecati quia in omnis expedita eligendi accusamus. Reprehenderit omnis quae neque eius eaque.,Customer Service,Positive,12235,2,0.62,On Time,Traffic,2,1,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
6553793720,39287085,14/03/25 15:52,14/03/25 16:12,14/03/25 16:07,On Time,527.42,Card,53023,3277750446,14/03/25,927846,3,39287085,Tanveer Desai,"67/31
Sharaf Nagar
Guntur 862621",Panchkula,643933,New,sapiente facilis,Pet Care,Sule-Bose,342.03,1026.09,35,6647796,4,Quod eligendi omnis nam. Veritatis tempora aut distinctio culpa ratione magni.,App Experience,Positive,53023,-5,4.31,On Time,,2,1,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
6517309985,98659382,11/01/25 4:00,11/01/25 4:19,11/01/25 4:28,Slightly Delayed,3703.37,Cash,63558,408822354,11/01/25,628338,1,98659382,Darsh Sane,"963
Jaggi Chowk
Belgaum 207204",Begusarai,687378,Inactive,quis optio,Snacks & Munchies,Lall and Sons,144.41,144.41,35,2276419,4,Nulla at cupiditate. Numquam necessitatibus dolore aspernatur.,Product Quality,Neutral,63558,9,4.52,Slightly Delayed,Traffic,0,0,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
1080314447,52219018,03/12/25 4:04,03/12/25 4:15,03/12/25 4:32,Significantly Delayed,2181.05,Wallet,28564,9954016902,03/12/25,155719,1,52219018,Samesh Kurian,"H.No. 90, Mahal Nagar, Karawal Nagar-904575",Shahjahanpur,615446,New,libero quaerat,Baby Care,"Chakrabarti, Chandran and Bhat",428.7,428.7,30,8153765,2,Iure architecto nobis quis ducimus. Accusamus facere voluptatum.,App Experience,Negative,28564,17,3.66,Significantly Delayed,Traffic,0,0,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/zGbrMQ9C/sad.png,__
5896771580,73965258,27/12/25 6:18,27/12/25 6:28,27/12/25 6:26,On Time,3204.68,Card,42278,3771575598,27/12/25,407012,1,73965258,Aarini Shanker,"46/67
Kannan Road
Sagar-893058",Hindupur,868462,New,quaerat molestiae,Baby Care,Som LLC,813.76,813.76,30,2308847,5,Nemo provident velit recusandae. Repudiandae rem eos vero qui. Ducimus cupiditate cum.,App Experience,Positive,42278,-2,4.53,On Time,,0,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
1854066351,63009456,16/06/25 14:29,16/06/25 14:41,16/06/25 14:37,On Time,1328.51,Wallet,30256,7393716490,16/06/25,60906,1,63009456,Quincy Sethi,"488, Kala Path
Thoothukudi 275256",Bikaner,687736,Inactive,atque amet,Instant & Frozen Food,Gupta-Lal,417.75,417.75,40,3562427,4,Laboriosam officia rem illo. Dolores amet quisquam asperiores fuga.,Product Quality,Positive,30256,-4,4.59,On Time,,1,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
1462033468,77038553,31/07/25 11:52,31/07/25 12:10,31/07/25 12:21,Slightly Delayed,280.32,Card,51339,6154654199,31/07/25,534922,2,77038553,Gavin Ghose,"76, Pathak Nagar, Amroha-133418",Ozhukarai,719481,Regular,blanditiis non,Baby Care,"Hegde, Prashad and Sachar",280.32,560.64,30,5612039,3,Beatae numquam repellat nihil aperiam. Illum blanditiis maiores pariatur.,Product Quality,Neutral,51339,11,2.5,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/d02zccny/confused.png,___
4570500751,39974454,15/04/25 3:52,15/04/25 4:08,15/04/25 4:04,On Time,760.02,Card,80523,7058605173,15/04/25,301044,2,39974454,Advay Bala,"355
Kari Marg
Shimoga-203948",Durgapur,59319,New,architecto sapiente,Pet Care,Venkataraman PLC,760.02,1520.04,35,635511,4,Vitae repellat qui fuga quae. Vel quas non rem. Dolor amet cum amet error eum.,Delivery,Positive,80523,-4,2.41,On Time,,0,1,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
4846221586,84949569,20/02/25 19:33,20/02/25 19:46,20/02/25 19:44,On Time,431.99,Wallet,73692,406677187,20/02/25,175326,1,84949569,Jackson Ramesh,"314, Contractor Marg, Ulhasnagar-220809",Chapra,685301,New,necessitatibus rem,Fruits & Vegetables,Vig-Choudhury,89.36,89.36,25,8465536,5,Aspernatur tempore quia velit. Quam minus tempora libero numquam excepturi.,Customer Service,Positive,73692,-2,3.04,On Time,,2,1,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
